Distance Group ,Sampling Timestamp,Aluminum Dissolved,Aluminum Total Recoverable,Calcium Dissolved,Calcium Total,Copper Dissolved,Copper Total Recoverable,Lead Dissolved,Lead Total Recoverable,Mercury Dissolved,Mercury Total,Methyl Mercury,Nickel Dissolved,Nickel Total Recoverable,Nitrogen Kjeldahl Dissolved,Nitrogen Kjeldahl Total,pH,pH (Field),Phosphorus Total,Phosphorus Total Dissolved,Turbidity,Vanadium Total Recoverable,Vanadium Dissolved,OXYGEN BIOCHEMICAL DEMAND,Oxygen Dissolved (Field Meter),Oxygen dissolved % saturation,Site Name,Station Name,Depth,Value Sign,Unit Symbol,Method,Laboratory,Sampling Number,Sample Number,RDL,Sample Timestamp,Sample Location,Sample Type,,,,
Far,07/20/1981 12:30 PM,,,16.1,,,,,,,,,,,,,,8.15,0.048,,,,,,7.5,,"GREGOIRE LAKE, SITE D-0.75 MILES NORTH OF SOUTH SHORE OF COTTAGE DEVELOPMENT - GRAB",AB07CE0320,,,mg/L,,,,81AB008142,,07/20/1981 12:30 PM,,1,,,,
Far,08/06/1981 2:30 PM,,,14.7,,,,,,,,,,,,,,7.75,0.042,,,,,,10.2,,"GREGOIRE LAKE, SITE D-0.75 MILES NORTH OF SOUTH SHORE OF COTTAGE DEVELOPMENT - GRAB",AB07CE0320,,,mg/L,,,,81AB008143,,08/06/1981 2:30 PM,,1,,,,
Far,08/17/1981 12:30 PM,,,13.8,,,,,,,,,,,,0.83,7.25,7.5,0.11,,,,,,8.3,,"GREGOIRE LAKE, SITE D-0.75 MILES NORTH OF SOUTH SHORE OF COTTAGE DEVELOPMENT - GRAB",AB07CE0320,,,mg/L,,,,81AB008144,,08/17/1981 12:30 PM,,1,,,,
Far,09/02/1981 12:30 PM,,,13.9,,,,,,,,,,,,,,7.7,0.046,,,,,,8.7,,"GREGOIRE LAKE, SITE D-0.75 MILES NORTH OF SOUTH SHORE OF COTTAGE DEVELOPMENT - GRAB",AB07CE0320,,,mg/L,,,,81AB008145,,09/02/1981 12:30 PM,,1,,,,
Far,03/12/1980 10:35 AM,,,27.7,,,,,,,,,,,,1.64,7.52,7.6,0.074,,,,,,,,"GREGOIRE LAKE, SITE E-EAST BASIN GRAB",AB07CE0340,,,mg/L,,,,80AB009093,,03/12/1980 10:35 AM,,1,,,,
Far,03/31/1980 10:30 AM,,,28.6,,,,,,,,,,,,1.16,6.83,,0.054,,,,,,6.4,,"GREGOIRE LAKE, SITE E-EAST BASIN GRAB",AB07CE0340,,,mg/L,,,,80AB009094,,03/31/1980 10:30 AM,,1,,,,
Far,05/07/1980 11:10 AM,,,15.5,,,,,,,,,,,,1.02,7.22,7.75,0.05,,,,,,10,,"GREGOIRE LAKE, SITE E-EAST BASIN GRAB",AB07CE0340,,,mg/L,,,,80AB009095,,05/07/1980 11:10 AM,,1,,,,
Far,06/10/1980 3:38 PM,,,15.2,,,,,,,0.0005,,,,,0.9,7.1,7.4,0.05,,,,,,9.2,,"GREGOIRE LAKE, SITE E-EAST BASIN GRAB",AB07CE0340,,,mg/L,,,,80AB009096,,06/10/1980 3:38 PM,,1,,,,
Far,07/07/1980 3:30 PM,,,12,,,,,,,,,,,,1.64,7.37,7.6,0.035,,,,,,7.8,,"GREGOIRE LAKE, SITE E-EAST BASIN GRAB",AB07CE0340,,,mg/L,,,,80AB009097,,07/07/1980 3:30 PM,,1,,,,
Far,07/24/1980 12:00 PM,,,16.6,,,,,,,,,,,,,,7.4,0.055,,,,,,8.9,,"GREGOIRE LAKE, SITE E-EAST BASIN GRAB",AB07CE0340,,,mg/L,,,,80AB009098,,07/24/1980 12:00 PM,,1,,,,
Far,08/05/1980 12:50 PM,,,14.7,,,,,,,,,,,,1,6.83,7.1,0.045,,,,,,7.1,,"GREGOIRE LAKE, SITE E-EAST BASIN GRAB",AB07CE0340,,,mg/L,,,,80AB009100,,08/05/1980 12:50 PM,,1,,,,
Far,08/21/1980 2:00 PM,,,14.9,,,,,,,,,,,,,,7.6,0.055,,,,,,5.4,,"GREGOIRE LAKE, SITE E-EAST BASIN GRAB",AB07CE0340,,,mg/L,,,,80AB009101,,08/21/1980 2:00 PM,,1,,,,
Far,09/09/1980 3:15 PM,,,15,,,,,,,,,,,,0.58,7.24,7.6,0.036,,,,,,10.6,,"GREGOIRE LAKE, SITE E-EAST BASIN GRAB",AB07CE0340,,,mg/L,,,,80AB009103,,09/09/1980 3:15 PM,,1,,,,
Far,10/07/1980 1:05 PM,,,14,,,,,,,,,,,,0.94,6.75,,0.03,,,0.001,,,10.6,,"GREGOIRE LAKE, SITE E-EAST BASIN GRAB",AB07CE0340,,,mg/L,,,,80AB009104,,10/07/1980 1:05 PM,,1,,,,
Far,11/04/1980 12:45 PM,,,13.5,,,,,,,,,,,,0.68,6.88,7.8,0.028,,,,,,6.4,,"GREGOIRE LAKE, SITE E-EAST BASIN GRAB",AB07CE0340,,,mg/L,,,,80AB009105,,11/04/1980 12:45 PM,,1,,,,
Far,03/03/1981 1:14 PM,,,23.3,,,,,,,0.0001,,,,,1.16,7.09,7.75,0.024,,,,,,,,"GREGOIRE LAKE, SITE E-EAST BASIN GRAB",AB07CE0340,,,mg/L,,,,81AB008157,,03/03/1981 1:14 PM,,1,,,,
Far,03/31/1981 1:00 PM,,,16.5,,,,,,,,,,,,1.1,7.07,,0.028,,,,,,12,,"GREGOIRE LAKE, SITE E-EAST BASIN GRAB",AB07CE0340,,,mg/L,,,,81AB008158,,03/31/1981 1:00 PM,,1,,,,
Far,07/31/1972 12:00 PM,,,15.2,,,,,,,,,,,,0.82,8.1,,,,,,,,,,"GREGOIRE LAKE, SUB-SURFACE GRAB",AB07CE0350,,,mg/L,,,,72AB000332,,07/31/1972 12:00 PM,,1,,,,
Far,10/05/1972 12:00 PM,,,16,,,,,,,,,,,,,8,,0.1,,,,,,,,"GREGOIRE LAKE, SUB-SURFACE GRAB",AB07CE0350,,,mg/L,,,,72AB000333,,10/05/1972 12:00 PM,,1,,,,
Far,06/18/1973 8:00 AM,,,15,,,,,,,,,,,,,7.8,,0.2,,,,,,,,"GREGOIRE LAKE, SUB-SURFACE GRAB",AB07CE0350,,,mg/L,,,,73AB001038,,06/18/1973 8:00 AM,,1,,,,
Far,08/14/1973 11:30 AM,,,9,,,,,,,,,,,,,8.2,,0.6,,,,,,,,"GREGOIRE LAKE, SUB-SURFACE GRAB",AB07CE0350,,,mg/L,,,,73AB001039,,08/14/1973 11:30 AM,,1,,,,
Far,08/19/1974 12:00 PM,,,,,,,,,,,,,,,,8.3,,,,,,,,,,"GREGOIRE LAKE, SUB-SURFACE GRAB",AB07CE0350,,,pH units,,,,74AB001069,,08/19/1974 12:00 PM,,1,,,,
Far,07/03/1975 12:00 PM,,,,,,,,,,,,,,,,7.9,,,,,,,,,,"GREGOIRE LAKE, SUB-SURFACE GRAB",AB07CE0350,,,pH units,,,,75AB000534,,07/03/1975 12:00 PM,,1,,,,
Near,07/30/2004 12:00 PM,1.34,,,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1849,Alberta Research Council,104284,NULL,0.001,07/30/2004 11:00 AM,---,,,,,
Near,08/01/2005 12:00 PM,1.98,,,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1849,Alberta Research Council,104281,NULL,0.001,08/01/2005 11:00 AM,---,,,,,
Near,07/24/2006 12:00 PM,1,,,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,<,µg/l,1849,Alberta Research Council,104278,,0.001,07/24/2006 11:00 AM,---,,,,,
Near,07/20/2007 12:00 PM,1,,,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,<,µg/l,1849,Alberta Research Council,104275,,0.001,07/20/2007 11:00 AM,---,,,,,
Near,07/14/2008 12:00 PM,1,,,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,<,µg/l,1849,Alberta Research Council,104272,,0.001,07/14/2008 11:00 AM,---,,,,,
Near,09/13/2009 12:00 PM,1,,,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,<,µg/l,1849,Alberta Research Council,104269,,0.001,09/13/2009 11:00 AM,---,,,,,
Near,09/11/2011 12:00 PM,1,,,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,<,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106040,,0.001,09/11/2011 11:00 AM,---,,,,,
Near,09/12/2012 12:00 PM,2.43,,,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106037,,0.001,09/12/2012 11:00 AM,---,,,,,
Near,09/06/2013 12:00 PM,3.32,,,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106980,,0.001,09/06/2013 11:00 AM,---,,,,,
Near,09/03/2014 12:00 PM,0.41,,,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107395,,0.00013,09/03/2014 11:00 AM,---,,,,,
Near,09/20/2016 12:00 PM,0.6,,,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112231,,0.00013,09/20/2016 11:00 AM,---,,,,,
Near,07/30/2004 12:00 PM,,10.8,,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1847,Alberta Research Council,104284,NULL,0.002,07/30/2004 11:00 AM,---,,,,,
Near,08/01/2005 12:00 PM,,13.3,,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1847,Alberta Research Council,104281,NULL,0.002,08/01/2005 11:00 AM,---,,,,,
Near,07/24/2006 12:00 PM,,9.67,,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1847,Alberta Research Council,104278,,0.002,07/24/2006 11:00 AM,---,,,,,
Near,07/20/2007 12:00 PM,,8.73,,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1847,Alberta Research Council,104275,,0.002,07/20/2007 11:00 AM,---,,,,,
Near,07/14/2008 12:00 PM,,5.49,,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1847,Alberta Research Council,104272,,0.002,07/14/2008 11:00 AM,---,,,,,
Near,09/13/2009 12:00 PM,,16.9,,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1847,Alberta Research Council,104269,,0.002,09/13/2009 11:00 AM,---,,,,,
Near,09/11/2011 12:00 PM,,14.1,,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106040,,0.003,09/11/2011 11:00 AM,---,,,,,
Near,09/12/2012 12:00 PM,,12.6,,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106037,,0.003,09/12/2012 11:00 AM,---,,,,,
Near,09/06/2013 12:00 PM,,75.6,,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106980,,0.003,09/06/2013 11:00 AM,---,,,,,
Near,09/03/2014 12:00 PM,,30.1,,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107395,,0.0002,09/03/2014 11:00 AM,---,,,,,
Near,09/20/2016 12:00 PM,,8.4,,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112231,,0.0002,09/20/2016 11:00 AM,---,,,,,
Near,07/30/2004 12:00 PM,,,24.6,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,1849,Alberta Research Council,104284,NULL,0.1,07/30/2004 11:00 AM,---,,,,,
Near,08/01/2005 12:00 PM,,,39.5,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,1849,Alberta Research Council,104281,NULL,0.1,08/01/2005 11:00 AM,---,,,,,
Near,07/24/2006 12:00 PM,,,33.1,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,1849,Alberta Research Council,104278,,0.1,07/24/2006 11:00 AM,---,,,,,
Near,07/20/2007 12:00 PM,,,35,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,1849,Alberta Research Council,104275,,0.1,07/20/2007 11:00 AM,---,,,,,
Near,07/14/2008 12:00 PM,,,62.8,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,1849,Alberta Research Council,104272,,0.1,07/14/2008 11:00 AM,---,,,,,
Near,09/13/2009 12:00 PM,,,63.2,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,1849,Alberta Research Council,104269,,0.1,09/13/2009 11:00 AM,---,,,,,
Near,09/11/2011 12:00 PM,,,58.8,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106040,,0.1,09/11/2011 11:00 AM,---,,,,,
Near,09/12/2012 12:00 PM,,,60.3,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106037,,0.1,09/12/2012 11:00 AM,---,,,,,
Near,09/06/2013 12:00 PM,,,90.8,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106980,,0.1,09/06/2013 11:00 AM,---,,,,,
Near,09/03/2014 12:00 PM,,,88.4,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107395,,0.03,09/03/2014 11:00 AM,---,,,,,
Near,09/20/2016 12:00 PM,,,59.4,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112231,,0.03,09/20/2016 11:00 AM,---,,,,,
Near,07/30/2004 12:00 PM,,,23.9,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,2577,ETL,104284,NULL,0.5,07/30/2004 11:00 AM,---,,,,,
Near,08/01/2005 12:00 PM,,,39.1,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,2577,ETL,104281,NULL,0.5,08/01/2005 11:00 AM,---,,,,,
Near,07/24/2006 12:00 PM,,,37.5,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,2577,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",104278,,0.5,07/24/2006 11:00 AM,---,,,,,
Near,07/20/2007 12:00 PM,,,39.2,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,2577,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",104275,,0.5,07/20/2007 11:00 AM,---,,,,,
Near,07/14/2008 12:00 PM,,,68.6,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,2577,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",104272,,0.5,07/14/2008 11:00 AM,---,,,,,
Near,09/13/2009 12:00 PM,,,72.8,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,3155,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",104269,,0.5,09/13/2009 11:00 AM,---,,,,,
Near,09/11/2011 12:00 PM,,,57.2,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,3155,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",106040,,0.5,09/11/2011 11:00 AM,---,,,,,
Near,09/12/2012 12:00 PM,,,59.1,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,3155,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",106037,,0.5,09/12/2012 11:00 AM,---,,,,,
Near,09/06/2013 12:00 PM,,,90.4,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,3158,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",106980,,0.5,09/06/2013 11:00 AM,---,,,,,
Near,09/03/2014 12:00 PM,,,107,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,3158,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107395,,0.5,09/03/2014 11:00 AM,---,,,,,
Near,09/20/2016 12:00 PM,,,68,,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,1516,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112231,,0.3,09/20/2016 11:00 AM,---,,,,,
Near,07/30/2004 12:00 PM,,,,25.5,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,1847,Alberta Research Council,104284,NULL,0.1,07/30/2004 11:00 AM,---,,,,,
Near,08/01/2005 12:00 PM,,,,39.7,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,1847,Alberta Research Council,104281,NULL,0.1,08/01/2005 11:00 AM,---,,,,,
Near,07/24/2006 12:00 PM,,,,35.4,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,1847,Alberta Research Council,104278,,0.1,07/24/2006 11:00 AM,---,,,,,
Near,07/20/2007 12:00 PM,,,,35.7,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,1847,Alberta Research Council,104275,,0.1,07/20/2007 11:00 AM,---,,,,,
Near,07/14/2008 12:00 PM,,,,64.8,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,1847,Alberta Research Council,104272,,0.1,07/14/2008 11:00 AM,---,,,,,
Near,09/13/2009 12:00 PM,,,,64.2,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,1847,Alberta Research Council,104269,,0.1,09/13/2009 11:00 AM,---,,,,,
Near,09/11/2011 12:00 PM,,,,67.5,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106040,,0.1,09/11/2011 11:00 AM,---,,,,,
Near,09/12/2012 12:00 PM,,,,60.8,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106037,,0.1,09/12/2012 11:00 AM,---,,,,,
Near,09/06/2013 12:00 PM,,,,91,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106980,,0.1,09/06/2013 11:00 AM,---,,,,,
Near,09/03/2014 12:00 PM,,,,100,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107395,,0.01,09/03/2014 11:00 AM,---,,,,,
Near,09/20/2016 12:00 PM,,,,64.8,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112231,,0.01,09/20/2016 11:00 AM,---,,,,,
Near,09/20/2016 12:00 PM,,,,67,,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,mg/l,440,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112231,,0.3,09/20/2016 11:00 AM,---,,,,,
Near,07/30/2004 12:00 PM,,,,,0.331,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1849,Alberta Research Council,104284,NULL,0.0001,07/30/2004 11:00 AM,---,,,,,
Near,08/01/2005 12:00 PM,,,,,0.525,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1849,Alberta Research Council,104281,NULL,0.0001,08/01/2005 11:00 AM,---,,,,,
Near,07/24/2006 12:00 PM,,,,,0.1,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,<,µg/l,1849,Alberta Research Council,104278,,0.0001,07/24/2006 11:00 AM,---,,,,,
Near,07/20/2007 12:00 PM,,,,,0.259,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1849,Alberta Research Council,104275,,0.0001,07/20/2007 11:00 AM,---,,,,,
Near,07/14/2008 12:00 PM,,,,,0.245,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1849,Alberta Research Council,104272,,0.0001,07/14/2008 11:00 AM,---,,,,,
Near,09/13/2009 12:00 PM,,,,,0.323,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1849,Alberta Research Council,104269,,0.0001,09/13/2009 11:00 AM,---,,,,,
Near,09/11/2011 12:00 PM,,,,,0.639,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106040,,0.0001,09/11/2011 11:00 AM,---,,,,,
Near,09/12/2012 12:00 PM,,,,,0.483,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106037,,0.0001,09/12/2012 11:00 AM,---,,,,,
Near,09/06/2013 12:00 PM,,,,,0.789,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106980,,0.0001,09/06/2013 11:00 AM,---,,,,,
Near,09/03/2014 12:00 PM,,,,,0.62,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107395,,0.00008,09/03/2014 11:00 AM,---,,,,,
Near,09/20/2016 12:00 PM,,,,,0.73,,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112231,,0.00008,09/20/2016 11:00 AM,---,,,,,
Near,07/30/2004 12:00 PM,,,,,,0.379,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1847,Alberta Research Council,104284,NULL,0.0001,07/30/2004 11:00 AM,---,,,,,
Near,08/01/2005 12:00 PM,,,,,,0.53,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1847,Alberta Research Council,104281,NULL,0.0001,08/01/2005 11:00 AM,---,,,,,
Near,07/24/2006 12:00 PM,,,,,,0.119,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1847,Alberta Research Council,104278,,0.0001,07/24/2006 11:00 AM,---,,,,,
Near,07/20/2007 12:00 PM,,,,,,0.262,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1847,Alberta Research Council,104275,,0.0001,07/20/2007 11:00 AM,---,,,,,
Near,07/14/2008 12:00 PM,,,,,,0.247,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1847,Alberta Research Council,104272,,0.0001,07/14/2008 11:00 AM,---,,,,,
Near,09/13/2009 12:00 PM,,,,,,0.326,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1847,Alberta Research Council,104269,,0.0001,09/13/2009 11:00 AM,---,,,,,
Near,09/11/2011 12:00 PM,,,,,,0.646,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106040,,0.0001,09/11/2011 11:00 AM,---,,,,,
Near,09/12/2012 12:00 PM,,,,,,0.58,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106037,,0.0001,09/12/2012 11:00 AM,---,,,,,
Near,09/06/2013 12:00 PM,,,,,,0.798,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106980,,0.0001,09/06/2013 11:00 AM,---,,,,,
Near,09/03/2014 12:00 PM,,,,,,0.67,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107395,,0.00005,09/03/2014 11:00 AM,---,,,,,
Near,09/20/2016 12:00 PM,,,,,,1,,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112231,,0.00005,09/20/2016 11:00 AM,---,,,,,
Near,07/30/2004 12:00 PM,,,,,,,0.0571,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1849,Alberta Research Council,104284,NULL,0.000006,07/30/2004 11:00 AM,---,,,,,
Near,08/01/2005 12:00 PM,,,,,,,0.0389,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1849,Alberta Research Council,104281,NULL,0.000006,08/01/2005 11:00 AM,---,,,,,
Near,07/24/2006 12:00 PM,,,,,,,0.006,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,<,µg/l,1849,Alberta Research Council,104278,,0.000006,07/24/2006 11:00 AM,---,,,,,
Near,07/20/2007 12:00 PM,,,,,,,0.0087,,,,,,,,,,,,,,,,,,,ISADORE'S LAKE,COMPOSITE,,---,µg/l,1849,Alberta Research Council,104275,,0.000006,07/20/2007 11:00 AM,---,,,,,
